"Target","Indicator","Indicator Name","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"4.6","4.6.2","Elderly literacy rate, population 65+ years, rural, female (%)","57.95","58.20","59.37","60.48","","","","","","",""
"4.6","4.6.2","Elderly literacy rate, population 65+ years, rural, male (%)","86.20","87.04","88.09","88.93","","","","","","",""
"4.6","4.6.2","Literacy rate, population 25-64 years, urban, both sexes (%)","97.30","97.11","97.31","97.45","","","","","","",""
"4.6","4.6.2","Youth literacy rate, population 15-24 years, rural, male (%)","99.38","99.54","99.62","99.70","","","","","","",""
"4.6","4.6.2","Youth literacy rate, population 15-24 years, female (%)","98.41","98.74","98.95","99.17","99.37","99.59","","99.85","","",""
"4.6","4.6.2","Youth literacy rate, population 15-24 years, rural, both sexes (%)","98.26","98.85","99.06","99.25","","","","","","",""
"4.6","4.6.2","Youth literacy rate, population 15-24 years, urban, both sexes (%)","99.30","99.29","99.40","99.53","","","","","","",""
"4.6","4.6.2","Elderly literacy rate, population 65+ years, male (%)","89.29","90.22","91.02","91.76","95.84","93.19","","94.59","","",""
"4.6","4.6.2","Youth literacy rate, population 15-24 years, urban, female (%)","98.91","98.84","99.03","99.22","","","","","","",""
"4.6","4.6.2","Adult literacy rate, population 15+ years, rural, both sexes (%)","91.53","91.47","91.61","91.77","","","","","","",""
"4.6","4.6.2","Literacy rate, population 25-64 years, rural, female (%)","90.08","90.44","90.91","91.32","","","","","","",""
"4.6","4.6.2","Youth literacy rate, population 15-24 years, male (%)","99.59","99.69","99.75","99.81","99.86","99.91","","99.96","","",""
"4.7","4.7.1","Extent to which (i) global citizenship education and (ii) education for sustainable development are mainstreamed in student assessment","","","","","","","","","1.00","",""
"4.7","4.7.1","Extent to which (i) global citizenship education and (ii) education for sustainable development are mainstreamed in teacher education","","","","","","","","","0.90","",""
"4.7","4.7.1","Extent to which (i) global citizenship education and (ii) education for sustainable development are mainstreamed in national education policies","","","","","","","","","1.00","",""
"4.7","4.7.1","Extent to which (i) global citizenship education and (ii) education for sustainable development are mainstreamed in curricula","","","","","","","","","0.88","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence, urban (%)","","","","41.00","","","","44.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension, female (%)","","","","31.00","","","","40.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment, high socio-economic status (%)","","","","48.00","","","","49.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence, low socio-economic status (%)","","","","33.00","","","","36.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension - Enjoyment, both sexes (%)","","","","46.00","","","","47.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment, female (%)","","","","51.00","","","","49.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension, high socio-economic status (%)","","","","51.00","","","","58.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience, both sexes (%)","","","","36.00","","","","43.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension, both sexes (%)","","","","29.00","","","","39.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension, male (%)","","","","27.00","","","","38.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience, low socio-economic status (%)","","","","31.00","","","","35.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension, low socio-economic status (%)","","","","19.00","","","","26.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence, male (%)","","","","32.00","","","","41.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence, rural (%)","","","","37.00","","","","42.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension - Confidence, both sexes (%)","","","","37.00","","","","43.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence, female (%)","","","","42.00","","","","45.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience, female (%)","","","","41.00","","","","44.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence, high socio-economic status (%)","","","","46.00","","","","54.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment, male (%)","","","","42.00","","","","45.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience, male (%)","","","","32.00","","","","41.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience, high socio-economic status (%)","","","","47.00","","","","55.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment, low socio-economic status (%)","","","","45.00","","","","45.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience, rural (%)","","","","","","","","40.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment, urban (%)","","","","","","","","46.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience, urban (%)","","","","","","","","44.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension, urban (%)","","","","","","","","44.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Cognitive dimension, rural (%)","","","","","","","","30.00","","",""
"4.7","4.7.5","Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment, rural (%)","","","","","","","","49.00","","",""
"4.a","4.a.1","Proportion of primary schools with access to computers for pedagogical purposes (%)","","","","35.10","","","","94.28","","",""
"4.a","4.a.1","Proportion of secondary schools with access to Internet for pedagogical purposes (%)","","","","73.55","","","76.89","","","",""
"4.a","4.a.1","Proportion of secondary schools with access to computers for pedagogical purposes (%)","","","","60.40","","","80.27","20.09","","",""
"4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)","","","","66.69","","","35.51","78.53","","",""
"4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in lower secondary education, high socio-economic status, both sexes (%)","","","","70.45","","","45.02","81.19","","",""
"4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, both sexes (%)","","","","74.38","","","","75.55","","",""
"4.a","4.a.2","Percentage of students experiencing bullying in the last 12 months in primary education, male (%)","","","","77.75","","","","80.24","","",""
